LOC_DIS_mod,test1,test2,LOCALIDAD_mod,DISTRITO_mod,PROVINCIA_mod,LOCALIDAD,DISTRITO,PROVINCIA,BASIN,Selected,MALARIA P. FALCIPARUM 2013,MALARIA POR P. MALARIAE 2013,MALARIA POR P. VIVAX 2013,Total general 2013,MALARIA P. FALCIPARUM 2014,MALARIA POR P. MALARIAE 2014,MALARIA POR P. VIVAX 2014,Total general 2014,MALARIA P. FALCIPARUM 2015,MALARIA POR P. MALARIAE 2015,MALARIA POR P. VIVAX 2015,Total general 2015,MALARIA P. FALCIPARUM 2016,MALARIA POR P. MALARIAE 2016,MALARIA POR P. VIVAX 2016,Total general 2016,MALARIA P. FALCIPARUM 2017,MALARIA POR P. VIVAX 2017,Total general 2017,MALARIA P. FALCIPARUM 2018,MALARIA POR P. VIVAX 2018,Total general 2018,MALARIA P. FALCIPARUM 2019,MALARIA POR P. VIVAX 2019,Total general 2019
28 DE OCTUBRE_MAZAN,28 DE OCTUBRE_MAZAN,28 DE OCTUBRE_MAZAN,28 DE OCTUBRE,MAZAN,MAYNAS,28 DE OCTUBRE,MAZAN,MAYNAS,NA,No,1,0,1,2,1,0,2,3,1,0,2,3,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 DE AGOSTO_PASTAZA,3 DE AGOSTO_PASTAZA,3 DE AGOSTO_PASTAZA,3 DE AGOSTO,PASTAZA,DATEM DEL MARA—ON,3 DE AGOSTO,PASTAZA,DATEM DEL MARA—ON,NA,No,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
3 DE FEBRERO_SAN JUAN BAUTISTA,#N/A,3 DE FEBRERO_SAN JUAN BAUTISTA,3 DE FEBRERO,SAN JUAN BAUTISTA,MAYNAS,3 DE FEBRERO,SAN JUAN BAUTISTA,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,1,1,NA,NA,NA,1,0,1,NA,NA,NA
3 DE MAYO_MORONA,3 DE MAYO_MORONA,3 DE MAYO_MORONA,3 DE MAYO,MORONA,DATEM DEL MARA—ON,3 DE MAYO,MORONA,DATEM DEL MARA—ON,NA,No,0,0,6,6,0,0,4,4,0,0,1,1,0,0,1,1,2,7,9,1,2,3,NA,NA,NA
3 DE NOVIEMBRE_YAVARI,3 DE NOVIEMBRE_YAVARI,3 DE NOVIEMBRE_YAVARI,3 DE NOVIEMBRE,YAVARI,MARISCAL RAMON CASTILLA,3 DE NOVIEMBRE,YAVARI,MARISCAL RAMON CASTILLA,NA,No,1,0,15,16,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,2,2,NA,NA,NA
3 DE OCTUBRE_SAN JUAN BAUTISTA,3 DE OCTUBRE_SAN JUAN BAUTISTA,3 DE OCTUBRE_SAN JUAN BAUTISTA,3 DE OCTUBRE,SAN JUAN BAUTISTA,MAYNAS,3 DE OCTUBRE,BELEN,MAYNAS,NA,No,NA,NA,NA,NA,0,0,2,2,1,0,6,7,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
3 DE OCTUBRE_SAN JUAN BAUTISTA,3 DE OCTUBRE_SAN JUAN BAUTISTA,3 DE OCTUBRE_SAN JUAN BAUTISTA,3 DE OCTUBRE,SAN JUAN BAUTISTA,MAYNAS,3 DE OCTUBRE,SAN JUAN BAUTISTA,MAYNAS,NA,No,20,0,71,91,1,0,33,34,4,0,36,40,9,0,29,38,2,7,9,0,3,3,NA,NA,NA
3 DE OCTUBRE_SAN JUAN BAUTISTA,3 DE OCTUBRE_SAN JUAN BAUTISTA,3 DE OCTUBRE_SAN JUAN BAUTISTA,3 DE OCTUBRE,SAN JUAN BAUTISTA,MAYNAS,TRES DE OCTUBRE,SAN JUAN BAUTISTA,MAYNAS,NA,No,0,0,4,4,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30 DE AGOSTO_YURIMAGUAS,30 DE AGOSTO_YURIMAGUAS,30 DE AGOSTO_YURIMAGUAS,30 DE AGOSTO,YURIMAGUAS,ALTO AMAZONAS,30 DE AGOSTO,YURIMAGUAS,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
31 DICIEMBRE_SAN JUAN BAUTISTA,#N/A,31 DICIEMBRE_SAN JUAN BAUTISTA,31 DICIEMBRE,SAN JUAN BAUTISTA,MAYNAS,31 DICIEMBRE,SAN JUAN BAUTISTA,MAYNAS,NA,No,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 DE ABRIL_MAZAN,4 DE ABRIL_MAZAN,4 DE ABRIL_MAZAN,4 DE ABRIL,MAZAN,MAYNAS,4 DE ABRIL,MAZAN,MAYNAS,NA,No,2,0,1,3,2,0,2,4,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 DE ABRIL_SAN JUAN BAUTISTA,#N/A,5 DE ABRIL_SAN JUAN BAUTISTA,5 DE ABRIL,SAN JUAN BAUTISTA,MAYNAS,5 DE ABRIL,SAN JUAN BAUTISTA,MAYNAS,NA,No,0,0,3,3,0,0,2,2,1,0,1,2,1,0,8,9,0,2,2,0,1,1,NA,NA,NA
5 DE DICIEMBRE_BELEN,5 DE DICIEMBRE_BELEN,5 DE DICIEMBRE_BELEN,5 DE DICIEMBRE,BELEN,MAYNAS,5 DE DICIEMBRE,BELEN,MAYNAS,NA,No,NA,NA,NA,NA,2,0,3,5,0,0,3,3,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
5 DE JUNIO_SAN JUAN BAUTISTA,5 DE JUNIO_SAN JUAN BAUTISTA,5 DE JUNIO_SAN JUAN BAUTISTA,5 DE JUNIO,SAN JUAN BAUTISTA,MAYNAS,5 DE JUNIO,BELEN,MAYNAS,NA,No,0,0,1,1,NA,NA,NA,NA,0,0,11,11,1,0,0,1,0,5,5,0,4,4,NA,NA,NA
5 DE JUNIO_SAN JUAN BAUTISTA,5 DE JUNIO_SAN JUAN BAUTISTA,5 DE JUNIO_SAN JUAN BAUTISTA,5 DE JUNIO,SAN JUAN BAUTISTA,MAYNAS,5 DEJUNIO,SAN JUAN BAUTISTA,MAYNAS,NA,No,7,0,2,9,0,0,2,2,0,0,2,2,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 DE JUNIO_SAN JUAN BAUTISTA,5 DE JUNIO_SAN JUAN BAUTISTA,5 DE JUNIO_SAN JUAN BAUTISTA,5 DE JUNIO,SAN JUAN BAUTISTA,MAYNAS,CINCO DE JUNIO,SAN JUAN BAUTISTA,MAYNAS,NA,No,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 DE ENERO_SANTA CRUZ,6 DE ENERO_SANTA CRUZ,6 DE ENERO_SANTA CRUZ,6 DE ENERO,SANTA CRUZ,ALTO AMAZONAS,SEIS DE DICIEMBRE,SANTA CRUZ,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
6 DE JULIO_LAGUNAS,6 DE JULIO_LAGUNAS,6 DE JULIO_LAGUNAS,6 DE JULIO,LAGUNAS,ALTO AMAZONAS,6 DE JULIO,LAGUNAS,ALTO AMAZONAS,NA,No,0,0,22,22,0,0,9,9,0,0,4,4,0,0,1,1,0,1,1,0,4,4,NA,NA,NA
6 DE NOVIEMBRE_IQUITOS,#N/A,6 DE NOVIEMBRE_IQUITOS,6 DE NOVIEMBRE,IQUITOS,MAYNAS,6 DE NOVIEMBRE,IQUITOS,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 DE AGOSTO_RAMON CASTILLA,#N/A,7 DE AGOSTO_RAMON CASTILLA,7 DE AGOSTO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,7 DE AGOSTO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,No,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 DE FEBRERO_NAUTA,7 DE FEBRERO_NAUTA,7 DE FEBRERO_NAUTA,7 DE FEBRERO,NAUTA,LORETO,7 DE FEBRERO,NAUTA,LORETO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 DE JULIO_MAZAN,7 DE JULIO_MAZAN,#N/A,7 DE JULIO,MAZAN,MAYNAS,17 DE JUNIO,MAZAN,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 DE JUNIO_LAS AMAZONAS,7 DE JUNIO_LAS AMAZONAS,7 DE JUNIO_LAS AMAZONAS,7 DE JUNIO,LAS AMAZONAS,MAYNAS,7 DE JUNIO,LAS AMAZONAS,MAYNAS,NA,No,0,0,1,1,0,0,3,3,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 DE JUNIO_SARAYACU,#N/A,7 DE JUNIO_SARAYACU,7 DE JUNIO,SARAYACU,UCAYALI,7 DE JUNIO,SARAYACU,UCAYALI,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
7 DE MARZO_TIGRE,7 DE MARZO_TIGRE,7 DE MARZO_TIGRE,7 DE MARZO,TIGRE,LORETO,7 DE MARZO,TIGRE,LORETO,NA,No,14,0,31,45,32,0,39,71,18,0,34,52,6,0,25,31,2,20,22,4,17,21,0,21,21
7 DE MAYO_PUTUMAYO,7 DE MAYO_PUTUMAYO,7 DE MAYO_PUTUMAYO,7 DE MAYO,PUTUMAYO,PUTUMAYO,7 DE MAYO,PUTUMAYO,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 DE DICIEMBRE_BELEN,8 DE DICIEMBRE_BELEN,8 DE DICIEMBRE_BELEN,8 DE DICIEMBRE,BELEN,MAYNAS,8 DICIEMBRE,BELEN,MAYNAS,NA,No,1,0,0,1,3,0,2,5,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
8 DE DICIEMBRE_PUTUMAYO,8 DE DICIEMBRE_PUTUMAYO,8 DE DICIEMBRE_PUTUMAYO,8 DE DICIEMBRE,PUTUMAYO,PUTUMAYO,8 DE DICIEMBRE,PUTUMAYO,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
8 DE OCTUBRE_IQUITOS,8 DE OCTUBRE_IQUITOS,8 DE OCTUBRE_IQUITOS,8 DE OCTUBRE,IQUITOS,MAYNAS,8 DE OCTUBRE,SAN JUAN BAUTISTA,MAYNAS,NA,No,8,0,34,42,10,0,54,64,7,0,97,104,6,0,32,38,NA,NA,NA,1,5,6,NA,NA,NA
8 DE OCTUBRE_MAZAN,8 DE OCTUBRE_MAZAN,8 DE OCTUBRE_MAZAN,8 DE OCTUBRE,MAZAN,MAYNAS,8 DE OCTUBRE,MAZAN,MAYNAS,NA,No,0,0,2,2,1,0,1,2,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
8 DE SETIEMBRE_PUNCHANA,8 DE SETIEMBRE_PUNCHANA,8 DE SETIEMBRE_PUNCHANA,8 DE SETIEMBRE,PUNCHANA,MAYNAS,8 DE SETIEMBRE,PUNCHANA,MAYNAS,NA,No,NA,NA,NA,NA,0,0,2,2,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 ABRIL_SAN JUAN BAUTISTA,#N/A,9 ABRIL_SAN JUAN BAUTISTA,9 ABRIL,SAN JUAN BAUTISTA,MAYNAS,9 ABRIL,SAN JUAN BAUTISTA,MAYNAS,NA,No,1,0,6,7,0,0,8,8,0,0,9,9,0,0,2,2,NA,NA,NA,0,4,4,0,1,1
9 DE DICIEMBRE_FERNANDO LORES,9 DE DICIEMBRE_FERNANDO LORES,9 DE DICIEMBRE_FERNANDO LORES,9 DE DICIEMBRE,FERNANDO LORES,MAYNAS,9 DE DICIEMBRE,FERNANDO LORES,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
9 DE OCTUBRE_BELEN,#N/A,9 DE OCTUBRE_BELEN,9 DE OCTUBRE,BELEN,MAYNAS,9 DE OCTUBRE,BELEN,MAYNAS,NA,No,1,0,7,8,0,0,6,6,1,0,6,7,3,0,4,7,1,4,5,0,9,9,0,1,1
9 DE OCTUBRE_NAUTA,9 DE OCTUBRE_NAUTA,9 DE OCTUBRE_NAUTA,9 DE OCTUBRE,NAUTA,LORETO,9 DE OCTUBRE,NAUTA,LORETO,NA,No,0,0,8,8,0,0,11,11,0,0,11,11,0,0,1,1,0,3,3,0,3,3,0,1,1
9 DE OCTUBRE_SAN PABLO,9 DE OCTUBRE_SAN PABLO,9 DE OCTUBRE_SAN PABLO,9 DE OCTUBRE,SAN PABLO,MARISCAL RAMON CASTILLA,9 DE OCTUBRE,SAN PABLO,MARISCAL RAMON CASTILLA,NA,No,3,0,62,65,0,0,25,25,16,0,30,46,1,0,7,8,0,1,1,NA,NA,NA,0,5,5
AA. HH. SECADA_SAN JUAN BAUTISTA,#N/A,#N/A,AA. HH. SECADA,SAN JUAN BAUTISTA,MAYNAS,AA. HH. SECADA,SAN JUAN BAUTISTA,MAYNAS,NA,No,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,0,1,1,1,0,1
AA.HH. 28 DE JULIO_PUNCHANA,#N/A,#N/A,AA.HH. 28 DE JULIO,PUNCHANA,MAYNAS,AA.HH. 28 DE JULIO,PUNCHANA,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
AA.HH. AEROPUERTO_SAN JUAN BAUTISTA,#N/A,#N/A,AA.HH. AEROPUERTO,SAN JUAN BAUTISTA,MAYNAS,AA.HH. AEROPUERTO,SAN JUAN BAUTISTA,MAYNAS,NA,No,2,0,3,5,1,0,11,12,0,0,10,10,1,0,4,5,1,3,4,0,5,5,NA,NA,NA
AA.HH. BUENOS AIRES_PUNCHANA,#N/A,#N/A,AA.HH. BUENOS AIRES,PUNCHANA,MAYNAS,AA.HH. BUENOS AIRES,PUNCHANA,MAYNAS,NA,No,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA.HH. INCA MANCO KALI_SAN JUAN BAUTISTA,#N/A,#N/A,AA.HH. INCA MANCO KALI,SAN JUAN BAUTISTA,MAYNAS,AA.HH. INCA MANCO KALI,SAN JUAN BAUTISTA,MAYNAS,NA,No,NA,NA,NA,NA,0,0,1,1,0,0,1,1,0,0,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA.HH. JORGE CHAVEZ_SAN JUAN BAUTISTA,#N/A,#N/A,AA.HH. JORGE CHAVEZ,SAN JUAN BAUTISTA,MAYNAS,AA.HH. JORGE CHAVEZ,SAN JUAN BAUTISTA,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,1,0,1,1,NA,NA,NA
AA.HH. OSCAR_BELEN,#N/A,#N/A,AA.HH. OSCAR,BELEN,MAYNAS,AA.HH. OSCAR,BELEN,MAYNAS,NA,No,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1
AA.HH. TRIUNFO_BELEN,#N/A,#N/A,AA.HH. TRIUNFO,BELEN,MAYNAS,AA.HH. TRIUNFO,BELEN,MAYNAS,NA,No,NA,NA,NA,NA,0,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,NA,NA,NA,NA,NA,NA
ABANCAY_YAVARI,#N/A,ABANCAY_YAVARI,ABANCAY,YAVARI,MARISCAL RAMON CASTILLA,ABANCAY,YAVARI,MARISCAL RAMON CASTILLA,NA,No,NA,NA,NA,NA,0,0,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABEJ. HUANHUACA_URARINAS,#N/A,ABEJ. HUANHUACA_URARINAS,ABEJ. HUANHUACA,URARINAS,LORETO,ABEJ. HUANHUACA,URARINAS,LORETO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACAPULCO_MANSERICHE,ACAPULCO_MANSERICHE,ACAPULCO_MANSERICHE,ACAPULCO,MANSERICHE,DATEM DEL MARA—ON,ACAPULCO,MANSERICHE,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
ACCION POPULAR_NAUTA,ACCION POPULAR_NAUTA,ACCION POPULAR_NAUTA,ACCION POPULAR,NAUTA,LORETO,ACCION POPULAR,NAUTA,LORETO,NA,No,0,0,4,4,0,0,1,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACHOMA_NAPO,#N/A,ACHOMA_NAPO,ACHOMA,NAPO,MAYNAS,ACHOMA,NAPO,MAYNAS,NA,No,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACHUAL LIMON_YURIMAGUAS,ACHUAL LIMON_YURIMAGUAS,ACHUAL LIMON_YURIMAGUAS,ACHUAL LIMON,YURIMAGUAS,ALTO AMAZONAS,ACHUAL LIMON,YURIMAGUAS,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
ACHUAL TIPISHCA_LAGUNAS,ACHUAL TIPISHCA_LAGUNAS,ACHUAL TIPISHCA_LAGUNAS,ACHUAL TIPISHCA,LAGUNAS,ALTO AMAZONAS,ACHUAL TIPISHICA,LAGUNAS,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACHUAL_RAMON CASTILLA,#N/A,ACHUAL_RAMON CASTILLA,ACHUAL,RAMON CASTILLA,MARISCAL RAMON CASTILLA,ACHUAL,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,No,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACHUAL_SAN PABLO,ACHUAL_SAN PABLO,ACHUAL_SAN PABLO,ACHUAL,SAN PABLO,MARISCAL RAMON CASTILLA,ACHUAL,SAN PABLO,MARISCAL RAMON CASTILLA,NA,No,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,0,1,1
ACUARIO_SAN JUAN BAUTISTA,#N/A,ACUARIO_SAN JUAN BAUTISTA,ACUARIO,SAN JUAN BAUTISTA,MAYNAS,ACUARIO,SAN JUAN BAUTISTA,MAYNAS,NA,No,NA,NA,NA,NA,1,0,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGRARIO SHIMBILLO_PUNCHANA,AGRARIO SHIMBILLO_PUNCHANA,AGRARIO SHIMBILLO_PUNCHANA,AGRARIO SHIMBILLO,PUNCHANA,MAYNAS,AGRARIO,PUNCHANA,MAYNAS,Momon,Yes,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA
AGRARIO SHIMBILLO_PUNCHANA,AGRARIO SHIMBILLO_PUNCHANA,AGRARIO SHIMBILLO_PUNCHANA,AGRARIO SHIMBILLO,PUNCHANA,MAYNAS,AGRARIO DE SHIMBILLO,PUNCHANA,MAYNAS,Momon,Yes,0,0,2,2,1,0,5,6,0,0,1,1,1,0,1,2,0,1,1,NA,NA,NA,0,1,1
AGRARIO SHIMBILLO_PUNCHANA,AGRARIO SHIMBILLO_PUNCHANA,AGRARIO SHIMBILLO_PUNCHANA,AGRARIO SHIMBILLO,PUNCHANA,MAYNAS,SHIMBILLO,PUNCHANA,MAYNAS,Momon,Yes,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,NA,NA,NA
AGUA BLANCA_SAN JUAN BAUTISTA,AGUA BLANCA_SAN JUAN BAUTISTA,AGUA BLANCA_SAN JUAN BAUTISTA,AGUA BLANCA,SAN JUAN BAUTISTA,MAYNAS,AGUAS BLANCAS,SAN JUAN BAUTISTA,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGUA BLANQUILLO_MAZAN,#N/A,#N/A,AGUA BLANQUILLO,MAZAN,MAYNAS,AGUA BLANQUILLO,MAZAN,MAYNAS,NA,No,1,0,0,1,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGUAJE_IQUITOS,#N/A,AGUAJE_IQUITOS,AGUAJE,IQUITOS,MAYNAS,AGUAJE,IQUITOS,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,3,5,1,9,10,1,4,5,NA,NA,NA
AGUAS BLANCAS_IQUITOS,#N/A,#N/A,AGUAS BLANCAS,IQUITOS,MAYNAS,AGUAS BLANCAS,IQUITOS,MAYNAS,NA,No,0,0,2,2,NA,NA,NA,NA,1,0,1,2,38,0,64,102,4,6,10,1,3,4,NA,NA,NA
AGUAS BLANCAS_MAZAN,#N/A,#N/A,AGUAS BLANCAS,MAZAN,MAYNAS,AGUAS BLANCAS,MAZAN,MAYNAS,NA,No,1,0,0,1,0,0,1,1,2,0,1,3,0,0,2,2,0,3,3,NA,NA,NA,NA,NA,NA
AGUAS BLANCAS_NAPO,#N/A,#N/A,AGUAS BLANCAS,NAPO,MAYNAS,AGUAS BLANCAS,NAPO,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA
AGUAS NEGRAS_LAS AMAZONAS,AGUAS NEGRAS_LAS AMAZONAS,AGUAS NEGRAS_LAS AMAZONAS,AGUAS NEGRAS,LAS AMAZONAS,MAYNAS,AGUAS NEGRAS,LAS AMAZONAS,MAYNAS,NA,No,0,0,2,2,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGUAS NEGRAS_LAS AMAZONAS,AGUAS NEGRAS_LAS AMAZONAS,AGUAS NEGRAS_LAS AMAZONAS,AGUAS NEGRAS,LAS AMAZONAS,MAYNAS,AGUAS NEGRAS,MAZAN,MAYNAS,NA,No,0,0,3,3,0,0,1,1,1,0,0,1,0,0,1,1,2,5,7,2,3,5,NA,NA,NA
AIM ENTSA_ANDOAS,AIM ENTSA_ANDOAS,AIM ENTSA_ANDOAS,AIM ENTSA,ANDOAS,DATEM DEL MARA—ON,AINTZA,ANDOAS,DATEM DEL MARA—ON,NA,No,0,0,4,4,0,0,5,5,6,0,0,6,NA,NA,NA,NA,1,5,6,2,5,7,3,4,7
AIMENTZA_PASTAZA,#N/A,AIMENTZA_PASTAZA,AIMENTZA,PASTAZA,DATEM DEL MARA—ON,AIMENTZA,PASTAZA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA
AJACHIN_MANSERICHE,AJACHIN_MANSERICHE,AJACHIN_MANSERICHE,AJACHIN,MANSERICHE,DATEM DEL MARA—ON,AJACHIN,MANSERICHE,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,0,2,2,0,1,1,NA,NA,NA
ALAMO_PUTUMAYO,#N/A,#N/A,ALAMO,PUTUMAYO,PUTUMAYO,ALAMO,PUTUMAYO,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,4,1,0,0,1,0,5,5,0,1,1,NA,NA,NA
ALAN GARCIA_CONTAMANA,#N/A,ALAN GARCIA_CONTAMANA,ALAN GARCIA,CONTAMANA,UCAYALI,ALAN GARCIA,CONTAMANA,UCAYALI,NA,No,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALAN GARCIA_PEBAS,#N/A,ALAN GARCIA_PEBAS,ALAN GARCIA,PEBAS,MARISCAL RAMON CASTILLA,ALAN GARCIA,PEBAS,MARISCAL RAMON CASTILLA,NA,No,1,0,1,2,NA,NA,NA,NA,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALBARENGA_ALTO NANAY,ALBARENGA_ALTO NANAY,ALBARENGA_ALTO NANAY,ALBARENGA,ALTO NANAY,MAYNAS,ALBARENGA,ALTO NANAY,MAYNAS,Nanay,Yes,8,0,1,9,4,0,0,4,0,0,2,2,2,0,5,7,1,5,6,1,4,5,NA,1,1
ALBERTO FUJIMORI_RAMON CASTILLA,#N/A,ALBERTO FUJIMORI_RAMON CASTILLA,ALBERTO FUJIMORI,RAMON CASTILLA,MARISCAL RAMON CASTILLA,ALBERTO FUJIMORI,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,No,NA,NA,NA,NA,0,0,2,2,0,0,8,8,NA,NA,NA,NA,1,3,4,NA,NA,NA,NA,NA,NA
ALDEA GRAU_RAMON CASTILLA,ALDEA GRAU_RAMON CASTILLA,#N/A,ALDEA GRAU,RAMON CASTILLA,MARISCAL RAMON CASTILLA,ALDEA GRAU,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,No,NA,NA,NA,NA,0,0,2,2,0,0,6,6,0,0,2,2,0,2,2,NA,NA,NA,0,4,4
ALEMAN_NAPO,ALEMAN_NAPO,#N/A,ALEMAN,NAPO,MAYNAS,QUEBRADA ALEMAN,NAPO,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,2,3,0,1,1,NA,NA,NA,0,1,1
ALFA Y OMEGA_REQUENA,ALFA Y OMEGA_REQUENA,ALFA Y OMEGA_REQUENA,ALFA Y OMEGA,REQUENA,REQUENA,ALFA Y OMEGA,REQUENA,REQUENA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
