LOC_DIS_mod,test1,test2,LOCALIDAD_mod,DISTRITO_mod,PROVINCIA_mod,LOCALIDAD,DISTRITO,PROVINCIA,BASIN,Selected,MALARIA P. FALCIPARUM 2013,MALARIA POR P. MALARIAE 2013,MALARIA POR P. VIVAX 2013,Total general 2013,MALARIA P. FALCIPARUM 2014,MALARIA POR P. MALARIAE 2014,MALARIA POR P. VIVAX 2014,Total general 2014,MALARIA P. FALCIPARUM 2015,MALARIA POR P. MALARIAE 2015,MALARIA POR P. VIVAX 2015,Total general 2015,MALARIA P. FALCIPARUM 2016,MALARIA POR P. MALARIAE 2016,MALARIA POR P. VIVAX 2016,Total general 2016,MALARIA P. FALCIPARUM 2017,MALARIA POR P. VIVAX 2017,Total general 2017,MALARIA P. FALCIPARUM 2018,MALARIA POR P. VIVAX 2018,Total general 2018,MALARIA P. FALCIPARUM 2019,MALARIA POR P. VIVAX 2019,Total general 2019
SAN JOSE CATIRNA_ANDOAS,#N/A,SAN JOSE CATIRNA_ANDOAS,SAN JOSE CATIRNA,ANDOAS,DATEM DEL MARA—ON,SAN JOSE CATIRNA,ANDOAS,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,5,0,4,9,8,0,7,15,7,19,26,1,12,13,1,8,9
SAN JOSE DE A+ÊUSHI_YAQUERANA,#N/A,#N/A,SAN JOSE DE A+ÊUSHI,YAQUERANA,REQUENA,SAN JOSE DE A+ÊUSHI,YAQUERANA,REQUENA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,14,2,18,20,0,5,5
SAN JOSE DE A–USHI_YAQUERANA,#N/A,#N/A,SAN JOSE DE A–USHI,YAQUERANA,REQUENA,SAN JOSE DE A–USHI,YAQUERANA,REQUENA,NA,No,NA,NA,NA,NA,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN JOSE DE BERCEVAS_SAN PABLO,#N/A,#N/A,SAN JOSE DE BERCEVAS,SAN PABLO,MARISCAL RAMON CASTILLA,SAN JOSE DE BERCEVAS,SAN PABLO,MARISCAL RAMON CASTILLA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,3,1,0,5,6,NA,NA,NA,NA,NA,NA,0,1,1
SAN JOSE DE CABALLITO_BALSAPUERTO,SAN JOSE DE CABALLITO_BALSAPUERTO,SAN JOSE DE CABALLITO_BALSAPUERTO,SAN JOSE DE CABALLITO,BALSAPUERTO,ALTO AMAZONAS,SAN JOSE DE CABALLITO,BALSAPUERTO,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,1,1,0,9,9,0,8,8,NA,NA,NA
SAN JOSE DE CABALLITO_BALSAPUERTO,SAN JOSE DE CABALLITO_BALSAPUERTO,SAN JOSE DE CABALLITO_BALSAPUERTO,SAN JOSE DE CABALLITO,BALSAPUERTO,ALTO AMAZONAS,CABALLITO,CAHUAPANAS,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
SAN JOSE DE LORETOYACU_RAMON CASTILLA,#N/A,SAN JOSE DE LORETOYACU_RAMON CASTILLA,SAN JOSE DE LORETOYACU,RAMON CASTILLA,MARISCAL RAMON CASTILLA,SAN JOSE DE LORETOYACU,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,No,10,0,45,55,2,0,64,66,80,0,156,236,17,0,63,80,5,100,105,23,69,92,1,24,25
SAN JOSE DE LUPUNA_IQUITOS,SAN JOSE DE LUPUNA_IQUITOS,SAN JOSE DE LUPUNA_IQUITOS,SAN JOSE DE LUPUNA,IQUITOS,MAYNAS,LUPUNA,IQUITOS,MAYNAS,Nanay,Yes,5,0,44,49,23,0,244,267,12,0,197,209,89,0,119,208,40,122,162,71,112,183,22,64,86
SAN JOSE DE LUPUNA_IQUITOS,SAN JOSE DE LUPUNA_IQUITOS,SAN JOSE DE LUPUNA_IQUITOS,SAN JOSE DE LUPUNA,IQUITOS,MAYNAS,SAN JOSE DE LUPUNA,IQUITOS,MAYNAS,Nanay,Yes,9,0,186,195,0,0,13,13,1,0,33,34,33,0,40,73,10,14,24,15,27,42,1,12,13
SAN JOSE DE NUEVA ESPERANZA_TROMPETEROS,SAN JOSE DE NUEVA ESPERANZA_TROMPETEROS,SAN JOSE DE NUEVA ESPERANZA_TROMPETEROS,SAN JOSE DE NUEVA ESPERANZA,TROMPETEROS,LORETO,SAN JOSE,TROMPETEROS,LORETO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,4,0,7,7,0,3,3,0,3,3
SAN JOSE DE NUEVA ESPERANZA_TROMPETEROS,SAN JOSE DE NUEVA ESPERANZA_TROMPETEROS,SAN JOSE DE NUEVA ESPERANZA_TROMPETEROS,SAN JOSE DE NUEVA ESPERANZA,TROMPETEROS,LORETO,SAN JOSE DE NUEVA ESPERAN,TROMPETEROS,LORETO,NA,No,NA,NA,NA,NA,2,0,12,14,12,0,43,55,23,0,70,93,104,396,500,59,296,355,23,78,101
SAN JOSE DE OMAGUAS_FERNANDO LORES,SAN JOSE DE OMAGUAS_FERNANDO LORES,SAN JOSE DE OMAGUAS_FERNANDO LORES,SAN JOSE DE OMAGUAS,FERNANDO LORES,MAYNAS,SAN JOSE DE OMAGUAS,FERNANDO LORES,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN JOSE DE OROSA_LAS AMAZONAS,SAN JOSE DE OROSA_LAS AMAZONAS,SAN JOSE DE OROSA_LAS AMAZONAS,SAN JOSE DE OROSA,LAS AMAZONAS,MAYNAS,SAN JOSE DE OROZA,LAS AMAZONAS,MAYNAS,NA,No,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN JOSE DE OROZA_ALTO NANAY,#N/A,#N/A,SAN JOSE DE OROZA,ALTO NANAY,MAYNAS,SAN JOSE DE OROZA,ALTO NANAY,MAYNAS,NA,No,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN JOSE DE PARANAPURA_SAQUENA,SAN JOSE DE PARANAPURA_SAQUENA,SAN JOSE DE PARANAPURA_SAQUENA,SAN JOSE DE PARANAPURA,SAQUENA,REQUENA,SAN JOSE DE PARANAPURA,SAQUENA,REQUENA,NA,No,NA,NA,NA,NA,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN JOSE DE PARINARI_PARINARI,SAN JOSE DE PARINARI_PARINARI,SAN JOSE DE PARINARI_PARINARI,SAN JOSE DE PARINARI,PARINARI,LORETO,SAN JOSE DE PARINARI,PARINARI,LORETO,NA,No,0,0,3,3,3,0,4,7,1,0,6,7,0,0,2,2,0,1,1,1,2,3,NA,NA,NA
SAN JOSE DE PARINARI_YAVARI,SAN JOSE DE PARINARI_YAVARI,SAN JOSE DE PARINARI_YAVARI,SAN JOSE DE PARINARI,YAVARI,MARISCAL RAMON CASTILLA,SAN JOSE DE PARINARI,YAVARI,MARISCAL RAMON CASTILLA,NA,No,4,0,10,14,0,0,1,1,1,0,19,20,0,0,2,2,3,2,5,0,7,7,0,3,3
SAN JOSE DE PIRI_PEBAS,SAN JOSE DE PIRI_PEBAS,SAN JOSE DE PIRI_PEBAS,SAN JOSE DE PIRI,PEBAS,MARISCAL RAMON CASTILLA,SAN JOSE DE PIRI,PEBAS,MARISCAL RAMON CASTILLA,NA,No,0,0,2,2,0,0,4,4,0,0,3,3,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN JOSE DE PORVENIR_TROMPETEROS,SAN JOSE DE PORVENIR_TROMPETEROS,SAN JOSE DE PORVENIR_TROMPETEROS,SAN JOSE DE PORVENIR,TROMPETEROS,LORETO,SAN JOSE DE PORVENIR,TROMPETEROS,LORETO,NA,No,1,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,1,9,10,0,3,3,0,1,1
SAN JOSE DE PROSPERIDAD_SAN PABLO,SAN JOSE DE PROSPERIDAD_SAN PABLO,SAN JOSE DE PROSPERIDAD_SAN PABLO,SAN JOSE DE PROSPERIDAD,SAN PABLO,MARISCAL RAMON CASTILLA,SAN JOSE DE PROSPERIDAD,SAN PABLO,MARISCAL RAMON CASTILLA,NA,No,NA,NA,NA,NA,0,0,3,3,0,0,1,1,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
SAN JOSE DE SAMIRIA_PARINARI,SAN JOSE DE SAMIRIA_PARINARI,SAN JOSE DE SAMIRIA_PARINARI,SAN JOSE DE SAMIRIA,PARINARI,LORETO,SAN JOSE DEL SAMIRIA,PARINARI,LORETO,NA,No,NA,NA,NA,NA,0,0,5,5,NA,NA,NA,NA,8,0,9,17,0,3,3,NA,NA,NA,0,1,1
SAN JOSE DE SARAMURO_URARINAS,SAN JOSE DE SARAMURO_URARINAS,SAN JOSE DE SARAMURO_URARINAS,SAN JOSE DE SARAMURO,URARINAS,LORETO,SAN JOSE DE SARAMURO,URARINAS,LORETO,NA,No,0,0,2,2,0,0,5,5,0,0,7,7,5,0,19,24,2,3,5,2,4,6,0,2,2
SAN JOSE DE SARAPANGA_NAUTA,SAN JOSE DE SARAPANGA_NAUTA,SAN JOSE DE SARAPANGA_NAUTA,SAN JOSE DE SARAPANGA,NAUTA,LORETO,SAN JOSE DE SARAPANGA,NAUTA,LORETO,NA,No,0,0,2,2,0,0,2,2,0,0,3,3,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN JOSE DE YANASHI_LAS AMAZONAS,SAN JOSE DE YANASHI_LAS AMAZONAS,SAN JOSE DE YANASHI_LAS AMAZONAS,SAN JOSE DE YANASHI,LAS AMAZONAS,MAYNAS,SAN JOSE DE YANASHI,LAS AMAZONAS,MAYNAS,NA,No,0,0,4,4,NA,NA,NA,NA,0,0,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN JOSE DE YANAYACU_RAMON CASTILLA,SAN JOSE DE YANAYACU_RAMON CASTILLA,SAN JOSE DE YANAYACU_RAMON CASTILLA,SAN JOSE DE YANAYACU,RAMON CASTILLA,MARISCAL RAMON CASTILLA,SAN JOSE DE YANAYACU,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,No,4,0,59,63,0,0,18,18,2,0,19,21,2,0,16,18,0,18,18,0,4,4,2,7,9
SAN JOSE YANAYACU_BALSAPUERTO,#N/A,SAN JOSE YANAYACU_BALSAPUERTO,SAN JOSE YANAYACU,BALSAPUERTO,ALTO AMAZONAS,SAN JOSE YANAYACU,BALSAPUERTO,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,4,0,3,3,0,4,4,0,1,1
SAN JOSE_BALSAPUERTO,SAN JOSE_BALSAPUERTO,SAN JOSE_BALSAPUERTO,SAN JOSE,BALSAPUERTO,ALTO AMAZONAS,SAN JOSE,BALSAPUERTO,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN JOSE_BARRANCA,SAN JOSE_BARRANCA,SAN JOSE_BARRANCA,SAN JOSE,BARRANCA,DATEM DEL MARA—ON,SAN JOSE,BARRANCA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
SAN JOSE_BELEN,SAN JOSE_BELEN,SAN JOSE_BELEN,SAN JOSE,BELEN,MAYNAS,SAN JOSE,BELEN,MAYNAS,NA,No,0,0,3,3,0,0,3,3,0,0,2,2,0,0,5,5,0,2,2,1,4,5,NA,NA,NA
SAN JOSE_LAS AMAZONAS,SAN JOSE_LAS AMAZONAS,SAN JOSE_LAS AMAZONAS,SAN JOSE,LAS AMAZONAS,MAYNAS,SAN JOSE,LAS AMAZONAS,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN JOSE_MAZAN,SAN JOSE_MAZAN,SAN JOSE_MAZAN,SAN JOSE,MAZAN,MAYNAS,SAN JOSE,MAZAN,MAYNAS,NA,No,0,0,11,11,1,0,12,13,0,0,6,6,2,0,6,8,0,3,3,0,6,6,NA,NA,NA
SAN JOSE_NAPO,SAN JOSE_NAPO,SAN JOSE_NAPO,SAN JOSE,NAPO,MAYNAS,SAN JOSE,NAPO,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,4,9,0,10,10,2,6,8,1,0,1
SAN JOSE_PASTAZA,SAN JOSE_PASTAZA,#N/A,SAN JOSE,PASTAZA,DATEM DEL MARA—ON,SAN JOSE,PASTAZA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,2,2,1,0,1,NA,NA,NA
SAN JOSE_SAN JUAN BAUTISTA,SAN JOSE_SAN JUAN BAUTISTA,SAN JOSE_SAN JUAN BAUTISTA,SAN JOSE,SAN JUAN BAUTISTA,MAYNAS,CASERIO SAN JOSE,SAN JUAN BAUTISTA,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,2,1,0,1,2,0,2,2,NA,NA,NA,NA,NA,NA
SAN JOSE_SAN JUAN BAUTISTA,SAN JOSE_SAN JUAN BAUTISTA,SAN JOSE_SAN JUAN BAUTISTA,SAN JOSE,SAN JUAN BAUTISTA,MAYNAS,SAN JOSE,SAN JUAN BAUTISTA,MAYNAS,NA,No,1,0,11,12,0,0,4,4,15,0,12,27,6,0,12,18,1,6,7,NA,NA,NA,NA,NA,NA
SAN JOSE_SANTA CRUZ,SAN JOSE_SANTA CRUZ,SAN JOSE_SANTA CRUZ,SAN JOSE,SANTA CRUZ,ALTO AMAZONAS,SAN JOSE,SANTA CRUZ,ALTO AMAZONAS,NA,No,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN JOSN_NAUTA,#N/A,SAN JOSN_NAUTA,SAN JOSN,NAUTA,LORETO,SAN JOS+,NAUTA,LORETO,NA,No,0,0,3,3,0,0,6,6,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN JUAN DE ABEJAICO_URARINAS,SAN JUAN DE ABEJAICO_URARINAS,SAN JUAN DE ABEJAICO_URARINAS,SAN JUAN DE ABEJAICO,URARINAS,LORETO,ABEJAICO,URARINAS,LORETO,NA,No,NA,NA,NA,NA,0,0,4,4,0,0,5,5,0,0,3,3,0,1,1,0,3,3,NA,NA,NA
SAN JUAN DE ABEJAICO_URARINAS,SAN JUAN DE ABEJAICO_URARINAS,SAN JUAN DE ABEJAICO_URARINAS,SAN JUAN DE ABEJAICO,URARINAS,LORETO,SAN JUAN DE ABEJAICO,URARINAS,LORETO,NA,No,0,0,3,3,5,0,8,13,0,0,11,11,0,0,2,2,0,2,2,0,3,3,NA,NA,NA
SAN JUAN DE ARMANAYACU_BALSAPUERTO,SAN JUAN DE ARMANAYACU_BALSAPUERTO,SAN JUAN DE ARMANAYACU_BALSAPUERTO,SAN JUAN DE ARMANAYACU,BALSAPUERTO,ALTO AMAZONAS,SAN JUAN DE ARMANAYACU,BALSAPUERTO,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,NA,NA,NA
SAN JUAN DE BARTRA_TIGRE,SAN JUAN DE BARTRA_TIGRE,SAN JUAN DE BARTRA_TIGRE,SAN JUAN DE BARTRA,TIGRE,LORETO,SAN JUAN DE BARTRA,TIGRE,LORETO,NA,No,1,0,3,4,6,0,9,15,2,0,2,4,15,0,85,100,6,24,30,15,25,40,1,4,5
SAN JUAN DE CACAO_RAMON CASTILLA,SAN JUAN DE CACAO_RAMON CASTILLA,SAN JUAN DE CACAO_RAMON CASTILLA,SAN JUAN DE CACAO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,SAN JUAN DE CACAO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,No,1,0,5,6,0,0,1,1,0,0,7,7,0,0,1,1,0,2,2,NA,NA,NA,NA,NA,NA
SAN JUAN DE CAHUAPANAS_CAHUAPANAS,SAN JUAN DE CAHUAPANAS_CAHUAPANAS,SAN JUAN DE CAHUAPANAS_CAHUAPANAS,SAN JUAN DE CAHUAPANAS,CAHUAPANAS,DATEM DEL MARA—ON,SAN JUAN,CAHUAPANAS,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2
SAN JUAN DE CAMUCHERO_SAN PABLO,#N/A,SAN JUAN DE CAMUCHERO_SAN PABLO,SAN JUAN DE CAMUCHERO,SAN PABLO,MARISCAL RAMON CASTILLA,SAN JUAN DE CAMUCHERO,SAN PABLO,MARISCAL RAMON CASTILLA,NA,No,1,0,6,7,0,0,8,8,1,0,11,12,0,0,5,5,0,5,5,NA,NA,NA,0,3,3
SAN JUAN DE CATALINA_YURIMAGUAS,SAN JUAN DE CATALINA_YURIMAGUAS,SAN JUAN DE CATALINA_YURIMAGUAS,SAN JUAN DE CATALINA,YURIMAGUAS,ALTO AMAZONAS,SAN JUAN DE CATALINA,YURIMAGUAS,ALTO AMAZONAS,NA,No,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN JUAN DE CUMACEVA_EMILIO SAN MARTIN,#N/A,#N/A,SAN JUAN DE CUMACEVA,EMILIO SAN MARTIN,REQUENA,SAN JUAN DE CUMACEVA,EMILIO SAN MARTIN,REQUENA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
SAN JUAN DE CUNSHICO_FERNANDO LORES,SAN JUAN DE CUNSHICO_FERNANDO LORES,SAN JUAN DE CUNSHICO_FERNANDO LORES,SAN JUAN DE CUNSHICO,FERNANDO LORES,MAYNAS,SAN JUAN DE CUNSHICO COCH,FERNANDO LORES,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
SAN JUAN DE CURIYACU_YURIMAGUAS,SAN JUAN DE CURIYACU_YURIMAGUAS,SAN JUAN DE CURIYACU_YURIMAGUAS,SAN JUAN DE CURIYACU,YURIMAGUAS,ALTO AMAZONAS,SAN JUAN CURIYACU,YURIMAGUAS,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN JUAN DE FLORESTA_MAZAN,SAN JUAN DE FLORESTA_MAZAN,SAN JUAN DE FLORESTA_MAZAN,SAN JUAN DE FLORESTA,MAZAN,MAYNAS,SAN JUAN DE FLORESTA,MAZAN,MAYNAS,NA,No,4,0,2,6,0,0,1,1,0,0,1,1,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
SAN JUAN DE HUASHALADO_BELEN,SAN JUAN DE HUASHALADO_BELEN,SAN JUAN DE HUASHALADO_BELEN,SAN JUAN DE HUASHALADO,BELEN,MAYNAS,SAN JUAN DE HUASHALADO,BELEN,MAYNAS,NA,No,0,0,1,1,0,0,2,2,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN JUAN DE LAGUNILLA_NAUTA,SAN JUAN DE LAGUNILLA_NAUTA,SAN JUAN DE LAGUNILLA_NAUTA,SAN JUAN DE LAGUNILLA,NAUTA,LORETO,LAGUNILLAS,NAUTA,LORETO,NA,No,0,0,1,1,0,0,1,1,0,0,2,2,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN JUAN DE LAGUNILLA_NAUTA,SAN JUAN DE LAGUNILLA_NAUTA,SAN JUAN DE LAGUNILLA_NAUTA,SAN JUAN DE LAGUNILLA,NAUTA,LORETO,SAN JUAN DE LAGUNILLAS,NAUTA,LORETO,NA,No,NA,NA,NA,NA,1,0,1,2,2,0,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN JUAN DE MIRAFLORES_BARRANCA,SAN JUAN DE MIRAFLORES_BARRANCA,SAN JUAN DE MIRAFLORES_BARRANCA,SAN JUAN DE MIRAFLORES,BARRANCA,DATEM DEL MARA—ON,SAN JUAN DE MIRAFLORES,BARRANCA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,NA,NA,NA,NA,NA,NA
SAN JUAN DE MIRAFLORES_TORRES CAUSANA,SAN JUAN DE MIRAFLORES_TORRES CAUSANA,SAN JUAN DE MIRAFLORES_TORRES CAUSANA,SAN JUAN DE MIRAFLORES,TORRES CAUSANA,MAYNAS,MIRAFLORES,TORRES CAUSANA,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,3,0,3,NA,NA,NA
SAN JUAN DE MIRAFLORES_TORRES CAUSANA,SAN JUAN DE MIRAFLORES_TORRES CAUSANA,SAN JUAN DE MIRAFLORES_TORRES CAUSANA,SAN JUAN DE MIRAFLORES,TORRES CAUSANA,MAYNAS,SAN JUAN DE MIRAFLORES,TORRES CAUSANA,MAYNAS,NA,No,1,0,0,1,NA,NA,NA,NA,0,0,2,2,0,0,3,3,0,10,10,0,5,5,NA,NA,NA
SAN JUAN DE MISHAHUARI_PEBAS,#N/A,SAN JUAN DE MISHAHUARI_PEBAS,SAN JUAN DE MISHAHUARI,PEBAS,MARISCAL RAMON CASTILLA,SAN JUAN DE MISHAHUARI,PEBAS,MARISCAL RAMON CASTILLA,NA,No,NA,NA,NA,NA,0,0,2,2,0,0,10,10,NA,NA,NA,NA,0,2,2,0,1,1,NA,NA,NA
SAN JUAN DE MOJARAYACU_BARRANCA,SAN JUAN DE MOJARAYACU_BARRANCA,SAN JUAN DE MOJARAYACU_BARRANCA,SAN JUAN DE MOJARAYACU,BARRANCA,DATEM DEL MARA—ON,MOJARAYACU,BARRANCA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,1,1,0,1,1,NA,NA,NA
SAN JUAN DE MOJARAYACU_BARRANCA,SAN JUAN DE MOJARAYACU_BARRANCA,SAN JUAN DE MOJARAYACU_BARRANCA,SAN JUAN DE MOJARAYACU,BARRANCA,DATEM DEL MARA—ON,SAN JUAN DE MOJARAYACU,BARRANCA,DATEM DEL MARA—ON,NA,No,1,0,19,20,1,0,32,33,1,0,32,33,1,0,1,2,14,11,25,0,1,1,NA,NA,NA
SAN JUAN DE MUNICH_BELEN,SAN JUAN DE MUNICH_BELEN,SAN JUAN DE MUNICH_BELEN,SAN JUAN DE MUNICH,BELEN,MAYNAS,MUNICH,BELEN,MAYNAS,NA,No,0,0,6,6,4,0,60,64,2,0,81,83,1,0,31,32,1,69,70,3,50,53,0,10,10
SAN JUAN DE MUNICH_BELEN,SAN JUAN DE MUNICH_BELEN,SAN JUAN DE MUNICH_BELEN,SAN JUAN DE MUNICH,BELEN,MAYNAS,SAN JUAN DE MUNICH,BELEN,MAYNAS,NA,No,4,0,40,44,0,0,7,7,0,0,3,3,0,0,7,7,0,1,1,1,1,2,1,3,4
SAN JUAN DE OROSA_PEBAS,#N/A,SAN JUAN DE OROSA_PEBAS,SAN JUAN DE OROSA,PEBAS,MARISCAL RAMON CASTILLA,SAN JUAN DE OROSA,PEBAS,MARISCAL RAMON CASTILLA,NA,No,0,0,1,1,0,0,1,1,0,0,2,2,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
SAN JUAN DE PALOMETAYACU_BALSAPUERTO,SAN JUAN DE PALOMETAYACU_BALSAPUERTO,SAN JUAN DE PALOMETAYACU_BALSAPUERTO,SAN JUAN DE PALOMETAYACU,BALSAPUERTO,ALTO AMAZONAS,SAN JUAN DE PALOMETAYACU,BALSAPUERTO,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12,12,0,0,11,11,0,13,13,0,1,1,NA,NA,NA
SAN JUAN DE PAMPLONA_YURIMAGUAS,SAN JUAN DE PAMPLONA_YURIMAGUAS,SAN JUAN DE PAMPLONA_YURIMAGUAS,SAN JUAN DE PAMPLONA,YURIMAGUAS,ALTO AMAZONAS,SAN JUAN DE PAMPLONA,YURIMAGUAS,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN JUAN DE PARANAPURA_BALSAPUERTO,SAN JUAN DE PARANAPURA_BALSAPUERTO,#N/A,SAN JUAN DE PARANAPURA,BALSAPUERTO,ALTO AMAZONAS,SAN JUAN DE PARANAPURA,BALSAPUERTO,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21,21,0,12,12,0,5,5,0,2,2
SAN JUAN DE PAVAYACU_LAGUNAS,SAN JUAN DE PAVAYACU_LAGUNAS,SAN JUAN DE PAVAYACU_LAGUNAS,SAN JUAN DE PAVAYACU,LAGUNAS,ALTO AMAZONAS,SAN JUAN,LAGUNAS,ALTO AMAZONAS,NA,No,0,0,9,9,0,0,10,10,0,0,6,6,0,0,5,5,0,8,8,0,11,11,0,3,3
SAN JUAN DE PAVAYACU_NAUTA,#N/A,SAN JUAN DE PAVAYACU_NAUTA,SAN JUAN DE PAVAYACU,NAUTA,LORETO,SAN JUAN DE PAVAYACU,NAUTA,LORETO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,2,3,0,1,1,0,1,1
SAN JUAN DE PAVAYACU_TIGRE,SAN JUAN DE PAVAYACU_TIGRE,SAN JUAN DE PAVAYACU_TIGRE,SAN JUAN DE PAVAYACU,TIGRE,LORETO,SAN JUAN DE PAVAYACU,TIGRE,LORETO,NA,No,7,0,25,32,79,0,75,154,99,0,133,232,127,1,272,400,31,204,235,91,164,255,4,18,22
SAN JUAN DE PINTUYACU_SAN JUAN BAUTISTA,SAN JUAN DE PINTUYACU_SAN JUAN BAUTISTA,#N/A,SAN JUAN DE PINTUYACU,SAN JUAN BAUTISTA,MAYNAS,PINTUYACU,SAN JUAN BAUTISTA,MAYNAS,NA,No,2,0,5,7,0,0,6,6,0,0,14,14,1,0,3,4,1,6,7,1,3,4,NA,NA,NA
SAN JUAN DE POLIS_PUNCHANA,#N/A,SAN JUAN DE POLIS_PUNCHANA,SAN JUAN DE POLIS,PUNCHANA,MAYNAS,SAN JUAN DE POLIS,PUNCHANA,MAYNAS,Momon,Yes,55,0,120,175,17,0,61,78,69,0,76,145,21,0,55,76,5,38,43,4,16,20,1,2,3
